"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ciao2b",370.875454662039,0.415441891520761,0.177382861091876,2.34206331414162,0.0191774613268498,0.0572430372569394
"Rrad",415.661761417674,-0.828909658599758,0.330767732681092,-2.50601729461606,0.0122099647420745,0.0399392086550612
"Cdh16",403.046907937661,-1.18416887944283,0.612402838821621,-1.93364368088397,0.0531569527388129,0.12787286660842
"Car7",30.0414890502639,-0.429982994155826,0.512636669792678,-0.838767531651065,0.401599773919014,0.565714544081142
"Cbfb",2269.63972508786,0.322346721945824,0.15001363908732,2.14878276340055,0.0316516243744085,0.0850555772605966
"Ces2e",8.20491254638911,-2.58262642340239,1.59724104785634,-1.61692965934511,0.105893465345534,0.217606022183183
"Tradd",489.14331996389,0.411193836170026,0.137629384996285,2.98768926549462,0.00281095188026707,0.0119534010275126
"D230025D16Rik",1269.87459575762,-0.738786872679276,0.25931480145878,-2.84899615649866,0.00438574102894089,0.0173399308224936
"Hsd11b2",77.6045123812136,0.444451975363691,0.355579848372697,1.24993578066281,0.211323007481708,0.361550879467062
"Tsnaxip1",79.6467621865378,-2.13373835565536,0.759639099692805,-2.80888431956469,0.0049713506296851,0.0192462816426427
"Ctrl",15.8498412406088,-0.518753471347986,0.619855967941767,-0.836893565888391,0.402652397297078,0.566731513193281
"Psmb10",1612.39317562081,0.279626519896058,0.156256556287956,1.78953463802664,0.0735287542547346,0.165135924737354
"Dpep3",27.2048199253789,2.06791766788526,0.817999652387703,2.52801778319722,0.0114708541664371,0.038047109458244
"Dus2",270.417698425262,-0.48222230791863,0.240286829628097,-2.00686116948227,0.0447644474534189,0.111822664279767
"Nfatc3",2849.90847429959,-0.742554543989126,0.157032129239198,-4.72867907724817,2.2598525428228e-06,2.72735408430715e-05
"Pla2g15",2638.74549872111,2.13049073530944,0.341228468305338,6.24359024289566,4.27639393231402e-10,1.36309678302891e-08
"Slc7a6",689.83909953568,0.612454919634965,0.226233311071859,2.70718276072275,0.00678568899451185,0.0247441748238977
"Smpd3",484.787833794086,3.37135108007653,0.680365965055686,4.95520242521331,7.22550260701997e-07,1.01644806701274e-05
"Zfp90",41.3919192330496,0.185096323314634,0.595752103560632,0.310693528748566,0.75603361727165,0.850748751122371
"Has3",47.1707133872324,0.158250605545053,0.54300888209132,0.291432812177168,0.770720322608299,0.861546900615256
"Vps4a",1000.45325022243,-0.161826472778823,0.11618465709635,-1.39283857975002,0.163668609105054,0.300232006068414
"Cog8",573.05805540247,-0.0910897258917773,0.158456661792622,-0.57485576725698,0.565388847073398,0.710669317267986
"Nip7",435.258643446137,0.309101739457041,0.183062927373365,1.68849992673073,0.091315303019261,0.194119541742115
"Mtmr2",991.91849586855,-0.177147054927411,0.13343928685676,-1.32754797406531,0.18432748137801,0.327555907499365
"Tmed6",10.9668464925728,-2.52743036638675,1.18167239743096,-2.13885876650886,0.0324471083462271,0.0868200404627946
"Terf2",657.68859775503,-0.332786453569558,0.119665734876897,-2.78096694857475,0.00541972546553082,0.0206395929095471
"Cep57",905.383942063284,-0.361492749591257,0.145365099766035,-2.48679187902104,0.0128900782464362,0.0417099447025987
"Cyb5b",3752.08855268932,-0.0253362345363216,0.15088940392936,-0.167912615972577,0.866652024937673,0.923573058530623
"Maml2",643.61372671162,-0.668609493804285,0.220778245242664,-3.02842108863307,0.00245835271725443,0.0106667392054329
"1700012B09Rik",24.4025837986748,-0.621603449660563,0.864586604869531,-0.718960305606823,0.472165377560701,0.630508602691063
"Mre11a",595.054448243375,-0.00520590888960957,0.156457053721834,-0.0332737244232222,0.973456307026621,0.986560828255595
"Wwp2",3714.25883512221,0.344576188488398,0.107667048969848,3.20038667155163,0.00137243329790049,0.0065637870662574
"Ankrd49",227.351328890525,0.123036460435658,0.253738228492137,0.484895244862447,0.627750655634207,0.759374225766798
"Gpr83",13.8636112081284,0.213379800235955,1.50607659962262,0.141679248113557,0.887333367177778,0.935820794345847
"Izumo1r",66.6066050674151,0.745222199207139,0.904041630925517,0.824322878188932,0.409756122529417,0.573996454155441
"Panx1",385.789689236142,0.021568875147568,0.315108275772255,0.0684490913312507,0.945428144202883,0.97033191007666
"Med17",859.084790646874,0.00741833082064341,0.141440333465528,0.0524484822601994,0.958171343991936,0.977433583659681
"Hephl1",0.247637632739233,-1.51754888931561,6.2592352274515,-0.242449569982609,0.808431828547463,NA
"Vstm5",54.0038680612294,6.62416239959308,1.17353569509948,5.64461944127876,1.65547019560445e-08,3.60855560489566e-07
"4931406C07Rik",751.480868020391,0.802918087609379,0.198036954517737,4.05438515031024,5.02663389786398e-05,0.000395177370169599
"Taf1d",1703.26838865277,-0.191436764903613,0.184977123954645,-1.03492129627095,0.300705668150462,0.464629647802626
"Kars",1667.43736654454,0.326873783045483,0.118043271838276,2.7691013469477,0.00562111470880443,0.0212820740755582
"Adat1",91.1139629956256,0.368580915333069,0.449355061573191,0.820244271963172,0.412076868336728,0.576214491834546
"Gabarapl2",553.521545591375,0.155165773993512,0.160222693969697,0.968438179068807,0.332825579735732,0.498441068004001
"Tmem231",106.14452474422,-0.262992171569396,0.527500502708784,-0.498562883293754,0.618087358677167,0.752192064277788
"Chst5",4.38269411155821,-4.89207275288793,1.90598363159616,-2.56669190217079,0.0102673794833465,0.0347410422050709
"Tmem170",174.24860542625,-0.465460834057989,0.234530661547462,-1.98464810949162,0.0471836357925131,0.116186079061161
"Cfdp1",1075.83613647334,0.480931670577844,0.184461596101893,2.6072184169554,0.00912811134244684,0.0315487068047549
"Bcar1",489.658244765591,-0.120849788387599,0.324650663757674,-0.372245622383216,0.709709981039122,0.81823969413252
"Ctrb1",0.48439118839433,-2.72077796615324,6.27988248917824,-0.433253006062104,0.664830974493816,NA
"Ldhd",212.249791828026,1.11796055420084,0.486843722875289,2.2963437786528,0.0216562328170929,0.0627717475330758
"Wdr59",336.386667903234,0.107260908095432,0.190969061454282,0.56166641485595,0.574343320876727,0.718770434118681
"Aars",1838.54959938454,0.697536297821939,0.102702425883259,6.79181910089272,1.10728341691381e-11,5.08992133027824e-10
"Cdh15",17.1549018960676,4.78209721788823,1.28636443386115,3.71752910140269,0.000201180818371478,0.00130143005394364
"Bmper",43.6351720528021,0.227275729105903,1.12491799821443,0.202037596932981,0.839887332098545,0.907352194310439
"Tbx20",1.37256841673953,-1.53750432661857,4.49392908400747,-0.342129192044904,0.732253669524945,NA
"Glb1l3",9.51262431579748,-2.26250991700974,1.37838831688633,-1.64141692822859,0.100710898263093,0.209477060015155
"Afg3l1",1154.88921860911,0.45016986342986,0.0975516002020719,4.61468456178435,3.93692791272281e-06,4.39815913852358e-05
"Acad8",587.890147139037,0.315862789046633,0.148534552303276,2.1265273577673,0.0334593738021695,0.0889347879513789
"Dbndd1",50.546826594533,-0.796887298232443,0.553496007781565,-1.43973450039215,0.149942528559175,0.281732601448828
"Ccsap",85.810783184475,-0.312406511592734,0.4087560870811,-0.764285894366999,0.444696889417352,0.606230885675774
"Acta1",6.07903515808302,-0.22002087153631,1.33606396406788,-0.164678396733655,0.869197121717159,0.925188395666298
"Abcb10",416.476322564341,0.120911077702076,0.186809104955592,0.647244028768398,0.517474019884427,0.670439100527342
"Urb2",360.577492742072,0.176761725577276,0.187300858945549,0.943731526766053,0.345306859096633,0.510778435053294
"Cog2",863.275363159161,0.00942061239026675,0.136275765930859,0.0691290364498584,0.944886908563032,0.970087203174908
"Agt",29.2705034525754,0.589940935692725,0.799848183770326,0.737566137753617,0.460778139030925,0.620605096080173
"Capn9",0.654880016241275,1.17815182760129,3.47016073803226,0.339509295546164,0.734226095666199,NA
"Arv1",112.255437743456,0.10469440281624,0.346764995033643,0.301917449326402,0.762714993482076,0.855925370369165
"2310022B05Rik",656.838894563448,-0.560219517113074,0.151145486773906,-3.7064918646965,0.000210149983406924,0.0013494815495909
"2810004N23Rik",497.845305318696,-0.135216303644299,0.199810305387284,-0.676723372111438,0.498581484550223,0.653047922705932
"Gnpat",1758.11697399438,-0.473428179632353,0.172422545767556,-2.7457440529302,0.00603738440735658,0.0224876741903184
"Sprtn",675.285661499378,-0.507780518332796,0.160797516723584,-3.15788781244481,0.00158916702797908,0.00741627097052403
"Egln1",1194.43959846461,-0.289192782830416,0.171036521478468,-1.69082474509295,0.0908702796252548,0.193436611313417
"Vps26b",1223.63598836816,0.40102334351524,0.126018776905407,3.18225071979757,0.00146135253738722,0.00689181617586747
"Jam3",61.866319863835,-2.05570223656976,0.465016464046279,-4.42070850283954,9.83778090866528e-06,9.72515356239909e-05
"Snx19",1021.48271440117,-0.480788915043947,0.189760929739433,-2.53365598336883,0.0112879489058846,0.0375840122390436
"Adamts8",66.9335426141115,-2.73151609489151,0.927680554119548,-2.9444576398219,0.00323521229864177,0.0134226527781981
"St14",891.308675273122,-0.988968816135695,0.354196012509483,-2.79215118524017,0.00523588859080512,0.0200617069834992
"Aplp2",10739.4768886366,-0.0784170867202237,0.188596087219567,-0.415793815642258,0.677560884636553,0.796809561022174
"Trpc6",9.06573855752372,1.93196945776975,1.67559465471629,1.1530052643292,0.248908223753122,0.405650326281287
"Birc3",14563.0197691785,0.436755190918507,0.18592753106489,2.34906142418509,0.0188208017298052,0.0563938478211512
"Dcun1d5",892.144814304904,0.306329854998055,0.133169340726934,2.30030315781311,0.0214310509043855,0.0623155152715612
"Pdgfd",82.3963731056345,-2.16338590981843,0.719856618914727,-3.00530112938324,0.00265318033528088,0.0113669285800726
"Sesn3",1511.18587307444,-0.733950716808487,0.232345904327648,-3.15887090384641,0.00158381630856425,0.00740013903932755
"Usp2",505.235549137995,0.103590396067048,0.422710764050641,0.245062120193934,0.806408332442147,0.886561327218508
"Thy1",1179.80545864651,-0.369729521122529,0.408644125101511,-0.904771409672621,0.365586501042261,0.530771149539201
"Nectin1",730.552698676604,-0.727496617910266,0.407729197391544,-1.78426421890912,0.0743807415108438,0.166618404625624
"Trim29",641.265563238943,2.47381624990747,0.477250027419668,5.18348058203907,2.17782911942408e-07,3.58287276920832e-06
"Oaf",169.167898782783,0.551858254319144,0.441558148225053,1.24979746503936,0.211373542350061,0.361597755405988
"Pou2f3",0.665828494153311,-1.34870266121212,4.06637972499201,-0.331671597938328,0.740137249348302,NA
"Grik4",9.23291919792717,-1.83710571023266,1.57801496612479,-1.16418776099705,0.244347929047632,0.400606753519723
"Sc5d",1483.60814155482,-0.226584325219223,0.170028027619294,-1.33262926349156,0.182653496964086,0.325566667931914
"Ubash3b",1715.00601522852,1.18179043259854,0.31596761698157,3.74022643170888,0.000183854554121469,0.00120936987641601
"Crtam",126.55817145742,0.438288087743854,0.637608009595797,0.687394262850777,0.491834311988931,0.646989181220015
"Jhy",19.647052853333,0.0957212324481929,1.06672236026872,0.0897339701626573,0.928498620538895,0.960263693779936
"Clmp",118.502696186228,0.192448925873799,0.449275674048709,0.428353763602466,0.66839358173439,0.789202987658923
"Rexo2",1187.76985913941,0.636987481357884,0.162805247124773,3.91257341275801,9.13177644976561e-05,0.000664125333333582
"Nxpe2",60.6416922235505,-1.70229121050175,0.493558029422229,-3.44901938378855,0.000562626312682225,0.00314045951461089
